StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_12
2018-03-01 20:23:03,2018-03-01 20:23:53,IP Address,65.112.8.141,100,50,True,2018-03-01 20:23:54,R_10MFbERhx6kfBCa,,,,,42.380004882812,-71.13289642334,anonymous,EN,5,7,12,9,3,8,4,10,11,1,6,2
2018-03-01 20:25:33,2018-03-01 20:26:09,IP Address,65.112.8.198,100,36,True,2018-03-01 20:26:10,R_yUtCuRUPcae4VqN,,,,,42.380004882812,-71.13289642334,anonymous,EN,2,12,5,6,1,7,4,10,9,3,11,8
2018-03-01 20:24:45,2018-03-01 20:26:17,IP Address,65.112.8.1,100,91,True,2018-03-01 20:26:17,R_2OO6nAIDJmlbRqU,,,,,42.380004882812,-71.13289642334,anonymous,EN,7,11,2,9,4,8,6,12,3,1,10,5
2018-03-01 20:27:46,2018-03-01 20:29:00,IP Address,65.112.8.133,100,73,True,2018-03-01 20:29:01,R_RJiEX61TKz3ssBb,,,,,42.380004882812,-71.13289642334,anonymous,EN,6,11,7,9,8,4,5,12,3,2,10,1
2018-03-01 20:28:23,2018-03-01 20:29:32,IP Address,107.77.223.130,100,69,True,2018-03-01 20:29:33,R_3nwtrjfpHxFK0me,,,,,40.790405273438,-74.024597167969,anonymous,EN,7,11,6,9,8,5,1,12,4,2,10,3
2018-03-01 20:33:40,2018-03-01 20:34:53,IP Address,65.112.8.202,100,72,True,2018-03-01 20:34:53,R_2aXNlEJ0ifvQXWt,,,,,42.380004882812,-71.13289642334,anonymous,EN,7,11,8,9,6,5,3,10,4,2,12,1
2018-03-01 20:32:55,2018-03-01 20:35:35,IP Address,107.77.226.144,100,160,True,2018-03-01 20:35:36,R_3imQYOqHE0Waum6,,,,,40.680892944336,-73.946296691895,anonymous,EN,3,12,7,11,5,6,8,9,4,1,10,2
2018-03-01 20:38:11,2018-03-01 20:38:56,IP Address,65.112.8.205,100,45,True,2018-03-01 20:38:57,R_1d3MxL3EJ2D3R8Q,,,,,42.380004882812,-71.13289642334,anonymous,EN,5,11,10,6,3,4,8,9,1,7,12,2
2018-03-01 20:39:12,2018-03-01 20:40:44,IP Address,67.134.206.75,100,91,True,2018-03-01 20:40:44,R_UY1pfMBWxhlUS3v,,,,,42.380004882812,-71.13289642334,anonymous,EN,10,3,12,6,11,8,5,7,9,2,4,1
2018-03-01 20:40:55,2018-03-01 20:41:42,IP Address,65.112.8.139,100,47,True,2018-03-01 20:41:43,R_2yapTz7el9lOdbm,,,,,42.380004882812,-71.13289642334,anonymous,EN,9,10,5,8,2,6,7,12,1,4,11,3
2018-03-01 20:40:31,2018-03-01 20:41:52,IP Address,65.112.10.242,100,81,True,2018-03-01 20:41:53,R_2PbbZ7p9mosJREW,,,,,42.380004882812,-71.13289642334,anonymous,EN,7,12,6,9,4,8,5,11,3,1,10,2
2018-03-01 20:41:42,2018-03-01 20:42:57,IP Address,65.112.8.143,100,74,True,2018-03-01 20:42:57,R_br8AQcjvNP4R6OR,,,,,42.380004882812,-71.13289642334,anonymous,EN,9,10,3,6,4,7,2,12,1,8,11,5
2018-03-01 20:42:38,2018-03-01 20:43:48,IP Address,65.112.8.195,100,69,True,2018-03-01 20:43:48,R_BDomEiDRFFg5ToZ,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,11,2,10,8,9,4,6,7,1,5,3
2018-03-01 20:43:03,2018-03-01 20:43:51,IP Address,65.112.8.132,100,48,True,2018-03-01 20:43:52,R_1ltR84zqVZz5Pik,,,,,42.380004882812,-71.13289642334,anonymous,EN,11,10,7,12,5,2,1,8,6,3,9,4
2018-03-01 20:43:56,2018-03-01 20:45:01,IP Address,65.112.8.193,100,65,True,2018-03-01 20:45:02,R_3p9HGUZIzGBEy6m,,,,,42.380004882812,-71.13289642334,anonymous,EN,4,7,12,11,3,8,2,9,6,5,10,1
2018-03-01 20:44:28,2018-03-01 20:45:35,IP Address,65.112.8.200,100,67,True,2018-03-01 20:45:36,R_1M6RjncwA0ulkFs,,,,,42.380004882812,-71.13289642334,anonymous,EN,11,9,1,12,4,8,5,6,2,7,10,3
2018-03-01 20:40:57,2018-03-01 20:45:46,IP Address,174.255.209.245,100,289,True,2018-03-01 20:45:47,R_tEEKkz563Ejfjrj,,,,,37.751007080078,-97.821998596191,anonymous,EN,12,3,9,4,7,11,10,2,8,6,1,5
2018-03-01 20:45:42,2018-03-01 20:46:45,IP Address,172.56.22.168,100,63,True,2018-03-01 20:46:46,R_2ylRxdDfa3pWsCq,,,,,41.820693969727,-71.449203491211,anonymous,EN,5,6,4,1,9,11,7,2,12,10,8,3
2018-03-01 20:47:24,2018-03-01 20:49:19,IP Address,65.112.8.141,100,114,True,2018-03-01 20:49:19,R_11buE4MSvyJWKvq,,,,,42.380004882812,-71.13289642334,anonymous,EN,6,12,7,9,8,5,3,10,4,2,11,1
2018-03-01 20:50:38,2018-03-01 20:51:33,IP Address,65.112.8.141,100,54,True,2018-03-01 20:51:33,R_2zU66MIlHspGpEP,,,,,42.380004882812,-71.13289642334,anonymous,EN,6,4,12,3,7,10,11,1,8,9,2,5
2018-03-01 20:54:36,2018-03-01 20:55:36,IP Address,65.112.8.141,100,60,True,2018-03-01 20:55:37,R_12hfxzSqQOmBE8X,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,6,11,1,9,5,2,7,10,4,8,3
2018-03-01 20:55:27,2018-03-01 20:58:52,IP Address,65.112.8.196,100,204,True,2018-03-01 20:58:53,R_1JRaNTNtISCy4U3,,,,,42.380004882812,-71.13289642334,anonymous,EN,10,4,9,11,3,12,5,6,7,2,8,1
2018-03-01 21:22:25,2018-03-01 21:23:39,IP Address,65.112.8.138,100,74,True,2018-03-01 21:25:31,R_3qKaOoSBJIhWCMQ,,,,,42.380004882812,-71.13289642334,anonymous,EN,3,9,5,11,8,7,4,12,2,1,10,6
2018-03-01 21:08:16,2018-03-01 21:10:15,IP Address,65.112.8.141,100,118,True,2018-03-01 21:25:54,R_297bMv6YQ4t6wuO,,,,,42.380004882812,-71.13289642334,anonymous,EN,9,6,5,11,10,4,2,8,3,7,12,1
2018-03-01 21:15:03,2018-03-01 21:16:26,IP Address,65.112.8.132,100,83,True,2018-03-01 21:26:26,R_1gnzF5uAHma55O2,,,,,42.380004882812,-71.13289642334,anonymous,EN,11,10,12,3,6,5,4,9,7,2,8,1
2018-03-01 21:25:16,2018-03-01 21:26:42,IP Address,65.112.8.4,100,86,True,2018-03-01 21:26:42,R_2aFfX4zCK2kbGZB,,,,,42.380004882812,-71.13289642334,anonymous,EN,8,11,5,10,2,7,3,12,6,4,9,1
2018-03-01 21:13:32,2018-03-01 21:16:20,IP Address,65.112.8.139,100,167,True,2018-03-01 21:27:00,R_2PbylOxxYpuo4Ye,,,,,42.380004882812,-71.13289642334,anonymous,EN,3,11,8,5,2,7,9,12,6,4,10,1
2018-03-01 21:09:47,2018-03-01 21:11:48,IP Address,174.192.16.87,100,121,True,2018-03-01 21:27:01,R_3lDkmzTqMHzsWM1,,,,,42.424697875977,-71.111198425293,anonymous,EN,12,11,4,7,10,6,2,8,3,1,9,5
2018-03-01 21:11:57,2018-03-01 21:13:05,IP Address,140.247.0.132,100,68,True,2018-03-01 21:27:02,R_WCjfCgiNQkzvq37,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,5,10,7,8,9,3,6,4,1,11,2
2018-03-01 21:09:01,2018-03-01 21:10:47,IP Address,65.112.8.138,100,105,True,2018-03-01 21:27:13,R_1LeqqNAuBfOiSgb,,,,,42.380004882812,-71.13289642334,anonymous,EN,9,11,5,7,4,8,1,12,6,2,10,3
2018-03-01 21:03:52,2018-03-01 21:04:39,IP Address,65.112.10.198,100,47,True,2018-03-01 21:27:17,R_2ZJMYiyPZi8OQhz,,,,,42.380004882812,-71.13289642334,anonymous,EN,11,7,9,10,6,4,8,1,12,3,5,2
2018-03-01 21:26:42,2018-03-01 21:28:01,IP Address,65.112.8.129,100,79,True,2018-03-01 21:28:02,R_zSAmJScDwuHBWlr,,,,,42.380004882812,-71.13289642334,anonymous,EN,8,9,7,12,1,6,2,11,5,4,10,3
2018-03-01 21:13:20,2018-03-01 21:13:22,IP Address,65.112.8.139,100,2,True,2018-03-01 21:28:29,R_3m2biHwli9bIkA7,,,,,42.380004882812,-71.13289642334,anonymous,EN,,,,,,,,,,,,
2018-03-01 21:27:00,2018-03-01 21:28:47,IP Address,65.112.8.141,100,107,True,2018-03-01 21:28:47,R_0k3b9asSSVghbm9,,,,,42.380004882812,-71.13289642334,anonymous,EN,9,11,7,8,5,4,6,10,3,2,12,1
2018-03-01 21:02:03,2018-03-01 21:03:09,IP Address,65.112.8.137,100,65,True,2018-03-01 21:28:57,R_2DZW76ZQOc7v2EE,,,,,42.380004882812,-71.13289642334,anonymous,EN,11,10,8,9,5,7,1,4,6,12,3,2
2018-03-01 21:31:29,2018-03-01 21:33:03,IP Address,65.112.8.140,100,94,True,2018-03-01 21:33:04,R_3LXtkXZCPEXe2uJ,,,,,42.380004882812,-71.13289642334,anonymous,EN,6,7,9,12,4,5,3,10,11,2,8,1
2018-03-01 21:27:35,2018-03-01 21:33:20,IP Address,99.26.140.217,100,345,True,2018-03-01 21:33:21,R_2OOyA4oXkXQs8HA,,,,,42.886306762695,-87.888298034668,anonymous,EN,6,11,4,12,3,10,8,5,7,1,9,2
2018-03-01 21:35:20,2018-03-01 21:36:41,IP Address,99.203.54.213,100,81,True,2018-03-01 21:36:42,R_2sS8Oj6ZXplC6ET,,,,,40.847198486328,-73.898300170898,anonymous,EN,7,11,12,8,6,4,2,9,5,1,10,3
2018-03-01 21:22:08,2018-03-01 21:23:13,IP Address,65.112.8.10,100,65,True,2018-03-01 21:38:45,R_3F36pnNhk5biWrE,,,,,42.380004882812,-71.13289642334,anonymous,EN,1,11,8,12,5,7,3,9,6,4,10,2
2018-03-01 21:38:42,2018-03-01 21:39:45,IP Address,107.77.224.200,100,63,True,2018-03-01 21:39:46,R_rd8NQeDMvKsaC9H,,,,,40.71110534668,-73.946899414062,anonymous,EN,7,11,6,2,1,9,4,8,12,3,5,10
2018-03-01 21:38:38,2018-03-01 21:39:47,IP Address,67.134.204.33,100,69,True,2018-03-01 21:39:48,R_2qh2g9MPjja99FT,,,,,42.380004882812,-71.13289642334,anonymous,EN,9,11,8,7,6,4,2,12,5,3,10,1
2018-03-01 21:41:56,2018-03-01 21:42:51,IP Address,65.112.8.4,100,54,True,2018-03-01 21:42:52,R_3qDT76F1TDLmSXq,,,,,42.380004882812,-71.13289642334,anonymous,EN,10,11,5,8,7,4,3,12,1,6,9,2
2018-03-01 21:43:55,2018-03-01 21:45:13,IP Address,65.112.8.140,100,77,True,2018-03-01 21:45:13,R_3n9mbtNTNs0zhMi,,,,,42.380004882812,-71.13289642334,anonymous,EN,9,6,5,12,7,8,3,11,4,2,10,1
2018-03-01 21:43:42,2018-03-01 21:45:17,IP Address,108.20.241.238,100,94,True,2018-03-01 21:45:17,R_1n3I2E0J4DZLGYf,,,,,42.322692871094,-71.084701538086,anonymous,EN,10,1,12,9,6,11,4,3,7,5,8,2
2018-03-01 21:44:22,2018-03-01 21:45:52,IP Address,65.112.8.140,100,89,True,2018-03-01 21:45:52,R_1BWw3sX0grQMrin,,,,,42.380004882812,-71.13289642334,anonymous,EN,8,12,4,9,7,6,2,11,5,3,10,1
2018-03-01 21:46:14,2018-03-01 21:47:47,IP Address,107.77.226.224,100,92,True,2018-03-01 21:47:48,R_2wsN0R30rwFoaRZ,,,,,40.680892944336,-73.946296691895,anonymous,EN,7,11,8,9,4,5,3,12,6,1,10,2
2018-03-01 21:46:32,2018-03-01 21:48:18,IP Address,107.77.226.70,100,106,True,2018-03-01 21:48:19,R_Z9VijYrSrmA0tMd,,,,,40.680892944336,-73.946296691895,anonymous,EN,8,12,4,9,7,6,3,11,5,1,10,2
2018-03-01 21:54:41,2018-03-01 21:55:30,IP Address,65.112.8.137,100,48,True,2018-03-01 21:55:30,R_3I5daF7fjtx7Qm6,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,9,4,11,10,1,8,7,6,2,5,3
2018-03-01 22:03:17,2018-03-01 22:04:11,IP Address,65.112.8.130,100,54,True,2018-03-01 22:04:11,R_1IEHXEz78HuWgBY,,,,,42.380004882812,-71.13289642334,anonymous,EN,8,12,6,10,2,7,4,11,5,3,9,1
2018-03-01 22:02:56,2018-03-01 22:04:16,IP Address,65.112.8.131,100,79,True,2018-03-01 22:04:16,R_3O8sNqQtipFrFoi,,,,,42.380004882812,-71.13289642334,anonymous,EN,1,10,7,4,2,9,5,12,8,3,11,6
2018-03-01 22:04:51,2018-03-01 22:05:41,IP Address,65.112.8.134,100,50,True,2018-03-01 22:05:42,R_1mOYwrvvhmwbjlZ,,,,,42.380004882812,-71.13289642334,anonymous,EN,9,12,2,7,5,6,3,11,1,8,10,4
2018-03-01 22:07:52,2018-03-01 22:08:35,IP Address,65.112.8.129,100,42,True,2018-03-01 22:08:35,R_3GDHxVdwVe1IwrT,,,,,42.380004882812,-71.13289642334,anonymous,EN,1,12,7,10,4,6,8,11,2,5,9,3
2018-03-01 22:08:02,2018-03-01 22:09:01,IP Address,65.112.8.143,100,58,True,2018-03-01 22:09:01,R_3G7orPfsB0rJnrj,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,10,8,6,4,2,3,11,7,1,9,5
2018-03-01 22:08:47,2018-03-01 22:09:24,IP Address,65.112.8.142,100,36,True,2018-03-01 22:09:25,R_29s7mpqoPArGmDf,,,,,42.380004882812,-71.13289642334,anonymous,EN,1,11,3,4,9,6,12,7,2,8,10,5
2018-03-01 22:12:03,2018-03-01 22:13:06,IP Address,65.112.8.131,100,63,True,2018-03-01 22:13:07,R_3hyCgIRwkWKvTMr,,,,,42.380004882812,-71.13289642334,anonymous,EN,1,12,2,9,5,8,3,11,6,7,10,4
2018-03-01 22:14:04,2018-03-01 22:15:24,IP Address,65.112.8.133,100,79,True,2018-03-01 22:15:25,R_1fm7lyLHUfnXHiE,,,,,42.380004882812,-71.13289642334,anonymous,EN,4,11,10,12,7,8,5,6,3,1,9,2
2018-03-01 22:26:24,2018-03-01 22:27:08,IP Address,107.77.223.217,100,43,True,2018-03-01 22:27:09,R_2zJ9jevpMqPNymw,,,,,40.790405273438,-74.024597167969,anonymous,EN,3,11,1,6,5,2,7,12,4,8,10,9
2018-03-01 22:27:24,2018-03-01 22:27:57,IP Address,65.112.8.3,100,33,True,2018-03-01 22:27:58,R_1CdAuGaLh0DxkD2,,,,,42.380004882812,-71.13289642334,anonymous,EN,2,11,3,10,1,6,7,12,8,4,9,5
2018-03-01 22:36:14,2018-03-01 22:37:50,IP Address,65.112.8.131,100,95,True,2018-03-01 22:37:50,R_26fBVEJZWH26UzQ,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,9,3,11,6,5,2,10,4,8,7,1
2018-03-01 22:37:27,2018-03-01 22:38:53,IP Address,65.112.8.141,100,86,True,2018-03-01 22:38:53,R_2ro1gtJ8dE4GDRF,,,,,42.380004882812,-71.13289642334,anonymous,EN,8,11,7,10,3,6,5,12,4,2,9,1
2018-03-01 22:40:17,2018-03-01 22:40:50,IP Address,172.56.23.154,100,32,True,2018-03-01 22:40:51,R_2Vqkwi0gkryOTGM,,,,,42.406295776367,-71.051200866699,anonymous,EN,12,10,11,5,7,8,4,1,9,6,2,3
2018-03-01 22:41:55,2018-03-01 22:43:29,IP Address,65.112.8.140,100,94,True,2018-03-01 22:43:30,R_2OHd3qmDEKDRfvX,,,,,42.380004882812,-71.13289642334,anonymous,EN,11,6,10,12,4,5,3,7,8,1,9,2
2018-03-01 22:43:18,2018-03-01 22:44:14,IP Address,65.112.8.132,100,56,True,2018-03-01 22:44:14,R_2QDRkEvomZp9LYC,,,,,42.380004882812,-71.13289642334,anonymous,EN,10,7,4,12,2,9,11,5,8,3,6,1
2018-03-01 22:43:50,2018-03-01 22:44:46,IP Address,65.112.8.131,100,55,True,2018-03-01 22:44:47,R_DBnUslDcq9gf4uB,,,,,42.380004882812,-71.13289642334,anonymous,EN,3,11,7,6,8,4,2,10,9,5,12,1
2018-03-01 23:30:14,2018-03-01 23:32:00,IP Address,65.112.8.11,100,106,True,2018-03-01 23:32:01,R_tXmoa7cpNnTsUJH,,,,,42.380004882812,-71.13289642334,anonymous,EN,1,9,2,8,6,12,7,10,3,4,11,5
2018-03-01 23:49:51,2018-03-01 23:51:12,IP Address,65.112.8.137,100,80,True,2018-03-01 23:51:12,R_1K8x6KRXZaSISmn,,,,,42.380004882812,-71.13289642334,anonymous,EN,10,9,4,12,2,11,8,7,5,1,6,3
2018-03-01 23:51:50,2018-03-01 23:52:24,IP Address,65.112.8.130,100,34,True,2018-03-01 23:52:25,R_1rcydBbnY1qkKoK,,,,,42.380004882812,-71.13289642334,anonymous,EN,2,8,10,12,1,5,4,7,9,3,6,11
2018-03-01 23:53:42,2018-03-01 23:56:54,IP Address,67.134.204.36,100,192,True,2018-03-01 23:56:54,R_bOeVSMUcCdZySwF,,,,,42.380004882812,-71.13289642334,anonymous,EN,10,12,6,4,7,9,2,8,5,3,11,1
2018-03-02 00:02:25,2018-03-02 00:03:20,IP Address,65.112.8.131,100,55,True,2018-03-02 00:03:20,R_3RjPCYNPgECHk2t,,,,,42.380004882812,-71.13289642334,anonymous,EN,4,10,5,12,2,6,3,11,9,8,7,1
2018-03-02 00:02:45,2018-03-02 00:03:25,IP Address,65.112.8.136,100,39,True,2018-03-02 00:03:25,R_1g60o5Ae7FwqeyJ,,,,,42.380004882812,-71.13289642334,anonymous,EN,8,11,9,3,7,4,5,12,6,2,10,1
2018-03-02 00:06:25,2018-03-02 00:08:13,IP Address,65.112.8.141,100,107,True,2018-03-02 00:08:13,R_247v0v6rBM6dcF6,,,,,42.380004882812,-71.13289642334,anonymous,EN,8,11,3,9,1,6,7,12,4,5,10,2
2018-03-02 00:13:15,2018-03-02 00:14:41,IP Address,65.112.8.131,100,85,True,2018-03-02 00:14:41,R_bvgNiOU4ZpJt0Xf,,,,,42.380004882812,-71.13289642334,anonymous,EN,10,8,12,2,6,7,4,9,11,1,3,5
2018-03-02 00:13:19,2018-03-02 00:15:33,IP Address,65.112.8.12,100,133,True,2018-03-02 00:15:33,R_4PdtEFIwAhqKInf,,,,,42.380004882812,-71.13289642334,anonymous,EN,8,11,5,2,4,3,10,6,7,1,12,9
2018-03-02 00:21:48,2018-03-02 00:22:51,IP Address,65.112.8.130,100,62,True,2018-03-02 00:22:51,R_2YbQQUtVkb3D05z,,,,,42.380004882812,-71.13289642334,anonymous,EN,5,12,9,6,4,1,3,10,8,7,11,2
2018-03-02 01:02:00,2018-03-02 01:03:20,IP Address,65.112.8.140,100,80,True,2018-03-02 01:03:20,R_1cZLtgpDKmGIyhO,,,,,42.380004882812,-71.13289642334,anonymous,EN,5,11,7,9,2,6,4,12,8,1,10,3
2018-03-02 01:15:27,2018-03-02 01:16:19,IP Address,65.112.8.132,100,51,True,2018-03-02 01:16:20,R_1rJFwJSY477AX4k,,,,,42.380004882812,-71.13289642334,anonymous,EN,4,10,8,2,5,7,3,12,6,9,11,1
2018-03-02 01:48:49,2018-03-02 01:48:57,IP Address,65.112.8.130,100,8,True,2018-03-02 01:48:58,R_3NWG2ZeXkYSeORs,,,,,42.380004882812,-71.13289642334,anonymous,EN,,,,,,,,,,,,
2018-03-02 02:25:53,2018-03-02 02:27:14,IP Address,108.7.144.182,100,80,True,2018-03-02 02:27:15,R_3PFZ36Bkomgs19g,,,,,42.342407226562,-71.087799072266,anonymous,EN,8,10,2,9,7,3,4,12,6,5,11,1
2018-03-02 02:32:29,2018-03-02 02:33:51,IP Address,65.112.8.130,100,81,True,2018-03-02 02:33:51,R_2zd1QctzLWVcj2S,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,9,7,8,6,4,5,11,3,2,10,1
2018-03-02 03:20:29,2018-03-02 03:22:01,IP Address,65.112.8.140,100,91,True,2018-03-02 03:22:01,R_3hax465b8ajLFeC,,,,,42.380004882812,-71.13289642334,anonymous,EN,7,9,5,12,4,6,8,10,2,1,11,3
2018-03-02 03:22:59,2018-03-02 03:23:57,IP Address,155.52.187.12,100,58,True,2018-03-02 03:23:57,R_AdkviwJ8N5JdNvj,,,,,42.342407226562,-71.087799072266,anonymous,EN,12,6,10,11,5,3,4,8,9,1,7,2
2018-03-02 05:24:33,2018-03-02 05:27:21,IP Address,65.112.8.141,100,168,True,2018-03-02 05:27:23,R_w6K9Seb2fy9bv4R,,,,,42.380004882812,-71.13289642334,anonymous,EN,2,8,9,5,7,1,6,11,10,3,12,4
2018-03-02 06:07:09,2018-03-02 06:08:00,IP Address,65.112.8.130,100,51,True,2018-03-02 06:08:01,R_3eb1R17wq5TWkoa,,,,,42.380004882812,-71.13289642334,anonymous,EN,9,11,8,6,7,5,3,12,4,1,10,2
2018-03-02 06:07:47,2018-03-02 06:08:31,IP Address,107.77.225.228,100,44,True,2018-03-02 06:08:32,R_1Eb7LHn0RLK0Qqt,,,,,40.919403076172,-73.860702514648,anonymous,EN,8,10,4,11,6,9,3,12,7,2,5,1
2018-03-02 06:34:27,2018-03-02 06:35:48,IP Address,65.112.8.196,100,81,True,2018-03-02 06:35:49,R_Z98Ty57QWLU7065,,,,,42.380004882812,-71.13289642334,anonymous,EN,7,10,5,9,4,6,8,11,2,3,12,1
2018-03-02 06:59:30,2018-03-02 07:00:21,IP Address,65.112.8.138,100,50,True,2018-03-02 07:00:22,R_PRirulP3jzml9rr,,,,,42.380004882812,-71.13289642334,anonymous,EN,11,8,9,12,6,3,5,1,10,4,7,2
2018-03-02 07:02:30,2018-03-02 07:03:24,IP Address,65.112.8.133,100,54,True,2018-03-02 07:03:25,R_3HFHGQb61yqBNBS,,,,,42.380004882812,-71.13289642334,anonymous,EN,4,11,7,9,2,6,5,12,8,1,10,3
2018-03-02 07:04:37,2018-03-02 07:05:09,IP Address,65.112.8.143,100,31,True,2018-03-02 07:05:09,R_XHEwB0Kw45KErNn,,,,,42.380004882812,-71.13289642334,anonymous,EN,3,11,6,4,7,9,8,12,5,1,10,2
2018-03-02 07:14:38,2018-03-02 07:15:19,IP Address,65.112.8.205,100,40,True,2018-03-02 07:15:19,R_Rlc6Xb93TdaCAnL,,,,,42.380004882812,-71.13289642334,anonymous,EN,7,10,3,9,1,2,5,12,8,6,11,4
2018-03-02 07:28:39,2018-03-02 07:31:43,IP Address,65.112.8.143,100,184,True,2018-03-02 07:31:43,R_10OXefmTG7pECto,,,,,42.380004882812,-71.13289642334,anonymous,EN,9,11,12,7,6,5,2,10,8,4,3,1
2018-03-02 07:35:57,2018-03-02 07:39:00,IP Address,65.112.8.66,100,183,True,2018-03-02 07:39:01,R_el2kqGm2o1HAU0h,,,,,42.380004882812,-71.13289642334,anonymous,EN,10,4,12,7,11,8,2,5,9,3,6,1
2018-03-02 07:40:49,2018-03-02 07:42:39,IP Address,65.112.8.141,100,110,True,2018-03-02 07:42:40,R_3KHOXTmE3vqOgWR,,,,,42.380004882812,-71.13289642334,anonymous,EN,9,11,3,4,1,7,5,12,8,6,10,2
2018-03-02 07:43:33,2018-03-02 07:44:16,IP Address,140.247.141.142,100,43,True,2018-03-02 07:44:17,R_3CUfDGV8iuVVQRW,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,8,4,10,11,3,1,9,6,5,7,2
2018-03-02 07:58:38,2018-03-02 07:59:30,IP Address,65.112.8.137,100,52,True,2018-03-02 07:59:31,R_0HZBF6mEIgjKLbX,,,,,42.380004882812,-71.13289642334,anonymous,EN,9,11,4,12,7,2,5,8,3,6,10,1
2018-03-02 08:04:07,2018-03-02 08:06:15,IP Address,65.112.8.134,100,127,True,2018-03-02 08:06:16,R_2v654cRELqQ2Zzx,,,,,42.380004882812,-71.13289642334,anonymous,EN,8,11,9,3,6,4,7,12,2,1,10,5
2018-03-02 08:17:57,2018-03-02 08:18:47,IP Address,65.112.8.136,100,49,True,2018-03-02 08:18:48,R_1Nz7pfNdJ2yK6Fy,,,,,42.380004882812,-71.13289642334,anonymous,EN,4,11,9,7,5,8,6,12,3,1,10,2
2018-03-02 08:28:42,2018-03-02 08:29:59,IP Address,65.112.8.142,100,76,True,2018-03-02 08:29:59,R_urb8vKPa20urlmN,,,,,42.380004882812,-71.13289642334,anonymous,EN,5,11,8,12,6,7,2,9,3,4,10,1
2018-03-02 08:51:49,2018-03-02 08:54:35,IP Address,65.112.8.134,100,166,True,2018-03-02 08:54:35,R_s50QwqvolRXegGl,,,,,42.380004882812,-71.13289642334,anonymous,EN,6,11,5,9,4,7,8,12,2,3,10,1
2018-03-02 08:49:06,2018-03-02 08:55:51,IP Address,65.112.8.138,100,405,True,2018-03-02 08:55:51,R_1FFFtJUERUEALZS,,,,,42.380004882812,-71.13289642334,anonymous,EN,7,11,6,10,5,3,8,12,4,1,9,2
2018-03-02 09:11:54,2018-03-02 09:13:30,IP Address,65.112.8.201,100,96,True,2018-03-02 09:13:31,R_1NqZTmjme8LLkBX,,,,,42.380004882812,-71.13289642334,anonymous,EN,8,9,2,11,4,6,3,7,5,10,12,1
2018-03-02 09:28:04,2018-03-02 09:29:13,IP Address,65.112.8.141,100,68,True,2018-03-02 09:29:14,R_3NwYefOu7Pld4qn,,,,,42.380004882812,-71.13289642334,anonymous,EN,8,11,5,10,7,3,6,12,2,1,9,4
2018-03-02 09:41:56,2018-03-02 09:43:16,IP Address,107.77.226.4,100,80,True,2018-03-02 09:43:17,R_R20kxkLDqCxgBJn,,,,,40.680892944336,-73.946296691895,anonymous,EN,9,10,4,7,8,6,3,11,2,5,12,1
2018-03-02 09:53:33,2018-03-02 09:54:32,IP Address,65.112.8.130,100,58,True,2018-03-02 09:54:32,R_WkxmjslWPsU5xGp,,,,,42.380004882812,-71.13289642334,anonymous,EN,8,11,2,3,7,5,9,12,4,1,10,6
2018-03-02 10:20:52,2018-03-02 10:21:51,IP Address,65.112.8.139,100,59,True,2018-03-02 10:21:52,R_2xxEQokm8L8d80N,,,,,42.380004882812,-71.13289642334,anonymous,EN,4,12,8,2,5,9,6,10,7,3,11,1
2018-03-02 10:25:11,2018-03-02 10:26:15,IP Address,65.112.8.142,100,63,True,2018-03-02 10:26:16,R_2tyCisBOAyuWd5C,,,,,42.380004882812,-71.13289642334,anonymous,EN,9,11,8,7,4,5,6,10,1,3,12,2
2018-03-02 10:35:59,2018-03-02 10:37:29,IP Address,65.112.8.132,100,89,True,2018-03-02 10:37:30,R_ePXsh2QO0qCxEjf,,,,,42.380004882812,-71.13289642334,anonymous,EN,8,11,9,7,6,5,3,12,4,1,10,2
2018-03-02 10:56:38,2018-03-02 10:58:00,IP Address,65.112.8.139,100,82,True,2018-03-02 10:58:01,R_2rl67UYbKfEEW27,,,,,42.380004882812,-71.13289642334,anonymous,EN,12,4,6,11,10,8,9,5,7,2,3,1
2018-03-02 11:39:39,2018-03-02 11:40:37,IP Address,107.77.226.234,100,57,True,2018-03-02 11:40:37,R_sSWhu7bfDwaqmVH,,,,,40.680892944336,-73.946296691895,anonymous,EN,9,12,8,1,4,6,5,10,7,2,11,3
2018-03-02 11:46:01,2018-03-02 11:47:36,IP Address,65.112.8.134,100,95,True,2018-03-02 11:47:36,R_5uUvSoAMgMlVTJn,,,,,42.380004882812,-71.13289642334,anonymous,EN,11,4,8,12,10,9,2,5,6,7,3,1
